Plate	Well	Genotype	Treatment	Week0	Week1	Week2	Week3	Week4	Qymax.Week4	Qymax.Week0	
9	B4	P6B1	Control.AT	0.170146205	0.304142371	0.436405721	0.557292968	0.686740361	0.59	0.81	
10	B4	P6B1	AC.ET	0.181307822	0.305037019	0.431777036	0.560754998	0.682538607	0.55	0.82	
11	B4	P6B1	EC.ET	0.195907029	0.318776287	0.431390871	0.555475636	0.678317498	0.62	0.82	
12	B4	P6B1	Control.ET	0.004437767	0.118718666	0.233572943	0.358996836	0.479543542	0.6	0.80	
7	A4	P6B2	AC.AT	0.050045533	0.194065015	0.322175768	0.467667535	0.601965746	0.62	0.82	
8	A4	P6B2	EC.AT	0.163819841	0.297122249	0.433298056	0.563206473	0.69629264	0.62	0.80	
9	A4	P6B2	Control.AT	0.370947605	0.627105676	0.912477527	1.18363255	1.459929068	0.61	0.81	
10	A4	P6B2	AC.ET	0.181541952	0.437493591	0.695592252	0.945632338	1.20374828	0.58	0.81	
11	A4	P6B2	EC.ET	0.197248136	0.459841394	0.705653504	0.953816101	1.200394631	0.65	0.81	
12	A4	P6B2	Control.ET	0.00508869	0.129657295	0.235784464	0.359055599	0.471254007	0.65	0.79	
55	B2	P6C6	AC.AT	0.164639498	0.341215862	0.525677478	0.707136178	0.891700578	0.68	0.80	
56	B2	P6C6	EC.AT	0.167912499	0.226822288	0.272583901	0.330237085	0.376798026	0.65	0.82	
57	B2	P6C6	Control.AT	0.172782338	0.226993944	0.275518128	0.326106376	0.376438275	0.59	0.83	
58	B2	P6C6	AC.ET	0.176858197	0.236477873	0.282749328	0.326064045	0.370569006	0.66	0.79	
59	B2	P6C6	EC.ET	0.1792701	0.409208497	0.622583238	0.85296904	1.07383245	0.66	0.81	
60	B2	P6C6	Control.ET	0.181976931	0.232331827	0.283428358	0.322508882	0.370105867	0.6	0.82	
31	A2	P6D4	AC.AT	0.085958678	0.16315622	0.263356176	0.340030736	0.427723019	0.59	0.81	
32	A2	P6D4	EC.AT	0.089758094	0.160648023	0.257340401	0.343973784	0.433431408	0.56	0.81	
33	A2	P6D4	Control.AT	0.091908822	0.164054422	0.249959709	0.341437495	0.432286427	0.6	0.80	
34	A2	P6D4	AC.ET	0.093752249	0.169361792	0.256373422	0.340588026	0.427258876	0.63	0.80	
35	A2	P6D4	EC.ET	0.095774542	0.17993129	0.257308782	0.343467256	0.427465973	0.68	0.80	
36	A2	P6D4	Control.ET	0.098406254	0.18720688	0.266601755	0.343333555	0.421768751	0.64	0.82	
49	C1	P6D5	AC.AT	0.141405688	0.377036718	0.616523106	0.843977739	1.08096265	0.66	0.79	
50	C1	P6D5	EC.AT	0.143542143	0.192786795	0.263330683	0.335510668	0.40368457	0.57	0.80	
51	C1	P6D5	Control.AT	0.149200112	0.212668118	0.276383928	0.330654541	0.392107515	0.64	0.82	
52	C1	P6D5	AC.ET	0.15184354	0.207885722	0.275304771	0.330004909	0.393009714	0.68	0.82	
53	C1	P6D5	EC.ET	0.156052186	0.202183846	0.265277876	0.330211708	0.395351556	0.65	0.80	
54	C1	P6D5	Control.ET	0.161161219	0.214487558	0.281022273	0.325992064	0.38310885	0.65	0.80	
55	A2	P7A4	AC.AT	0.165085231	0.223905857	0.272953954	0.331448477	0.388512691	0.67	0.83	
56	A2	P7A4	EC.AT	0.168162131	0.223734325	0.273334981	0.33240135	0.384132483	0.57	0.81	
57	A2	P7A4	Control.AT	0.173112789	0.40704786	0.632982063	0.852447787	1.0709302	0.57	0.80	
58	A2	P7A4	AC.ET	0.176954728	0.210328476	0.27717667	0.3269377	0.384076906	0.74	0.80	
59	A2	P7A4	EC.ET	0.179435002	0.219084951	0.274553537	0.326704423	0.383516539	0.59	0.82	
60	A2	P7A4	Control.ET	0.182553418	0.345355195	0.536004416	0.711768142	0.888441635	0.61	0.82	
55	C3	P7A5	AC.AT	0.165249316	0.213300961	0.268439354	0.330587347	0.385466613	0.57	0.81	
56	C3	P7A5	EC.AT	0.168678939	0.223314512	0.279658563	0.327903931	0.388513383	0.66	0.81	
57	C3	P7A5	Control.AT	0.173644416	0.224919259	0.274081551	0.332638008	0.383850608	0.54	0.83	
58	C3	P7A5	AC.ET	0.177069799	0.239894105	0.275440807	0.327887287	0.371462976	0.63	0.80	
59	C3	P7A5	EC.ET	0.180057668	0.239445165	0.27611961	0.323771629	0.374297825	0.62	0.80	
60	C3	P7A5	Control.ET	0.183354308	0.236418696	0.281319565	0.323505256	0.367284524	0.63	0.80	
25	C3	P7B1	AC.AT	0.068488273	0.155577653	0.257167323	0.346628379	0.437304707	0.59	0.79	
26	C3	P7B1	EC.AT	0.070565773	0.169424459	0.252395858	0.344709623	0.430535748	0.62	0.82	
27	C3	P7B1	Control.AT	0.073673703	0.173412064	0.256479054	0.346839873	0.434626745	0.53	0.82	
28	C3	P7B1	AC.ET	0.077373645	0.168545205	0.257789534	0.340414588	0.42560604	0.62	0.80	
29	C3	P7B1	EC.ET	0.080287847	0.167134747	0.252593005	0.346665078	0.433880446	0.52	0.82	
30	C3	P7B1	Control.ET	0.083854786	0.301881682	0.510119169	0.732891807	0.952987212	0.61	0.81	
25	C4	P7B4	AC.AT	0.068617546	0.128545518	0.25060959	0.373233709	0.495699813	0.59	0.79	
26	C4	P7B4	EC.AT	0.070625374	0.148215449	0.253015602	0.343286223	0.441468041	0.57	0.80	
27	C4	P7B4	Control.AT	0.073952826	0.166561306	0.254453598	0.348257078	0.436138113	0.62	0.80	
28	C4	P7B4	AC.ET	0.077412127	0.279930583	0.488160155	0.706295174	0.923492412	0.63	0.80	
29	C4	P7B4	EC.ET	0.080785271	0.174707789	0.251543659	0.34657177	0.431992427	0.58	0.81	
30	C4	P7B4	Control.ET	0.084308713	0.186918308	0.25353234	0.338689946	0.421385636	0.57	0.82	
19	C4	P7B5	AC.AT	0.044030035	0.131257019	0.251341269	0.353440875	0.456697516	0.61	0.79	
20	C4	P7B5	EC.AT	0.050600948	0.161818043	0.248748924	0.345012476	0.442422636	0.6	0.82	
21	C4	P7B5	Control.AT	0.055628125	0.155370166	0.242171972	0.347212803	0.449379964	0.67	0.81	
22	C4	P7B5	AC.ET	0.058907979	0.161505288	0.258884185	0.342850743	0.437021131	0.6	0.82	
23	C4	P7B5	EC.ET	0.061068114	0.152921612	0.250593503	0.344932019	0.439747476	0.68	0.83	
24	C4	P7B5	Control.ET	0.064736162	0.171182752	0.247354145	0.342668234	0.435772736	0.68	0.82	
19	C2	P7C1	AC.AT	0.045527838	0.256511901	0.490254381	0.706324814	0.93213395	0.67	0.83	
20	C2	P7C1	EC.AT	0.050821918	0.157047746	0.247479973	0.345209641	0.444174555	0.6	0.80	
21	C2	P7C1	Control.AT	0.055989642	0.276339535	0.491439226	0.707192371	0.92696615	0.59	0.80	
22	C2	P7C1	AC.ET	0.059058111	0.160853137	0.259719542	0.346502126	0.438574443	0.63	0.83	
23	C2	P7C1	EC.ET	0.062743618	0.164403012	0.256518725	0.348003212	0.442010994	0.68	0.82	
24	C2	P7C1	Control.ET	0.065220174	0.154435015	0.245985139	0.349223873	0.444947806	0.64	0.81	
55	C4	P7C4	AC.AT	0.165397882	0.336515821	0.528314889	0.70906273	0.8919474	0.62	0.82	
56	C4	P7C4	EC.AT	0.168869644	0.338795237	0.522189964	0.710265692	0.891279751	0.62	0.82	
57	C4	P7C4	Control.AT	0.174115995	0.227331994	0.28266336	0.324254151	0.377284427	0.63	0.80	
58	C4	P7C4	AC.ET	0.17714755	0.216733229	0.274379317	0.328037137	0.384620607	0.65	0.81	
59	C4	P7C4	EC.ET	0.180142988	0.217022761	0.273646992	0.329164294	0.378922482	0.63	0.83	
60	C4	P7C4	Control.ET	0.183461917	0.354705538	0.527090565	0.710594193	0.88676904	0.58	0.80	
55	A3	P7C5	AC.AT	0.165964026	0.223528646	0.273380662	0.327704974	0.378674763	0.61	0.83	
56	A3	P7C5	EC.AT	0.168954261	0.222094118	0.274798125	0.329851767	0.386041008	0.67	0.81	
57	A3	P7C5	Control.AT	0.174362393	0.220933858	0.277899202	0.327614016	0.385893424	0.58	0.79	
58	A3	P7C5	AC.ET	0.177189485	0.221226329	0.281659262	0.326748987	0.383259686	0.66	0.82	
59	A3	P7C5	EC.ET	0.180297113	0.233612052	0.277644365	0.323242484	0.37044077	0.61	0.80	
60	A3	P7C5	Control.ET	0.183613276	0.228797701	0.275880086	0.321677402	0.369112693	0.66	0.80	
13	A3	P8A1	AC.AT	0.008641788	0.138423371	0.237020917	0.355879654	0.465355285	0.6	0.81	
14	A3	P8A1	EC.AT	0.01397061	0.114683391	0.234260864	0.353691878	0.47502526	0.59	0.80	
15	A3	P8A1	Control.AT	0.023159991	0.130358895	0.245394573	0.354031845	0.465836643	0.56	0.82	
16	A3	P8A1	AC.ET	0.029390993	0.131245914	0.249898492	0.351645558	0.46091283	0.58	0.82	
17	A3	P8A1	EC.ET	0.033841952	0.139762366	0.251737892	0.349699782	0.451246997	0.63	0.82	
18	A3	P8A1	Control.ET	0.037090141	0.131646506	0.250019828	0.353483738	0.462045212	0.51	0.83	
13	A2	P8A5	AC.AT	0.010364009	0.138640204	0.243590719	0.355143572	0.46545834	0.58	0.82	
14	A2	P8A5	EC.AT	0.014109367	0.128844716	0.246852273	0.349798007	0.460736681	0.6	0.80	
15	A2	P8A5	Control.AT	0.023269894	0.133812557	0.244329781	0.352716678	0.465357345	0.54	0.81	
16	A2	P8A5	AC.ET	0.029403026	0.134881003	0.247448902	0.349260719	0.457956094	0.59	0.83	
17	A2	P8A5	EC.ET	0.034063922	0.253985364	0.484416975	0.704532032	0.926689815	0.67	0.81	
18	A2	P8A5	Control.ET	0.037858794	0.138214302	0.250946908	0.352156663	0.457151511	0.64	0.80	
43	A4	P8B2	AC.AT	0.117616774	0.185223187	0.259329312	0.336063702	0.410273535	0.64	0.83	
44	A4	P8B2	EC.AT	0.119864667	0.189143446	0.270480924	0.339776256	0.409084844	0.59	0.81	
45	A4	P8B2	Control.AT	0.123442542	0.199999942	0.261527914	0.338617377	0.403953103	0.68	0.83	
46	A4	P8B2	AC.ET	0.127864012	0.205791758	0.264501171	0.331165185	0.400526739	0.65	0.81	
47	A4	P8B2	EC.ET	0.134472449	0.215467209	0.273602996	0.334113545	0.395948816	0.56	0.79	
48	A4	P8B2	Control.ET	0.138009017	0.201297905	0.26971103	0.331755517	0.398256361	0.6	0.80	
43	A3	P8C3	AC.AT	0.118123382	0.189345309	0.262548887	0.340087724	0.411794686	0.52	0.81	
44	A3	P8C3	EC.AT	0.119873211	0.185121152	0.259064507	0.339678764	0.411651931	0.57	0.81	
45	A3	P8C3	Control.AT	0.123484986	0.192672655	0.263130306	0.338207352	0.408001062	0.57	0.79	
46	A3	P8C3	AC.ET	0.128285272	0.19062021	0.258549129	0.339244536	0.409198799	0.58	0.81	
47	A3	P8C3	EC.ET	0.134556672	0.200437178	0.268352583	0.336715378	0.402323291	0.6	0.81	
48	A3	P8C3	Control.ET	0.138191914	0.333889402	0.520721051	0.707900973	0.894308361	0.57	0.82	
55	A4	P8C6	AC.AT	0.166151813	0.221573582	0.267119834	0.327640622	0.38842342	0.68	0.81	
56	A4	P8C6	EC.AT	0.168966418	0.227284609	0.277983868	0.327789451	0.378141427	0.64	0.82	
57	A4	P8C6	Control.AT	0.174421245	0.225951915	0.28460908	0.323737008	0.372899692	0.66	0.82	
58	A4	P8C6	AC.ET	0.177658678	0.225453981	0.271167323	0.326197207	0.381123635	0.7	0.79	
59	A4	P8C6	EC.ET	0.180397774	0.374405869	0.584468233	0.786867642	0.991499514	0.66	0.81	
60	A4	P8C6	Control.ET	0.183682417	0.372629479	0.545662425	0.737427351	0.92546028	0.64	0.79	
13	A1	P8D4	AC.AT	0.010459331	0.129085155	0.235899063	0.358074411	0.469604061	0.64	0.82	
14	A1	P8D4	EC.AT	0.014318725	0.120748592	0.246777698	0.35593062	0.46723833	0.65	0.81	
15	A1	P8D4	Control.AT	0.023548424	0.121516061	0.24727187	0.351039906	0.464595873	0.66	0.81	
16	A1	P8D4	AC.ET	0.03008305	0.141911597	0.249722012	0.347519733	0.45380323	0.6	0.83	
17	A1	P8D4	EC.ET	0.034341	0.126422318	0.24355001	0.354091658	0.461589413	0.7	0.81	
18	A1	P8D4	Control.ET	0.038327367	0.152634788	0.251863164	0.349591863	0.453394139	0.68	0.81	
13	A4	PAC4	AC.AT	0.011744272	0.133395275	0.240652127	0.354866685	0.469176433	0.61	0.82	
14	A4	PAC4	EC.AT	0.015536488	0.126440621	0.238881046	0.354089947	0.467436834	0.63	0.81	
15	A4	PAC4	Control.AT	0.024866238	0.131823664	0.242030554	0.35498201	0.463900589	0.57	0.82	
16	A4	PAC4	AC.ET	0.030994813	0.12962286	0.246112225	0.352825815	0.459441567	0.58	0.81	
17	A4	PAC4	EC.ET	0.034446876	0.129937161	0.236679563	0.352622143	0.463284219	0.69	0.80	
18	A4	PAC4	Control.ET	0.039481349	0.307859871	0.574614878	0.847224758	1.118646366	0.62	0.80	
31	C2	SFallMN	AC.AT	0.085968838	0.153876522	0.256734947	0.34752556	0.435051104	0.58	0.81	
32	C2	SFallMN	EC.AT	0.089816586	0.310688343	0.520795637	0.734343997	0.94480405	0.52	0.81	
33	C2	SFallMN	Control.AT	0.092228651	0.175179511	0.26356175	0.342320713	0.421332193	0.5	0.80	
34	C2	SFallMN	AC.ET	0.093996645	0.174496108	0.262215505	0.3424651	0.419845782	0.6	0.80	
35	C2	SFallMN	EC.ET	0.095837171	0.175430997	0.260374861	0.342644604	0.417461797	0.56	0.79	
36	C2	SFallMN	Control.ET	0.098594317	0.294633027	0.501199589	0.706773032	0.908555694	0.55	0.82	
